Put Gamma,Put Vega,Put Theta,Put Delta,PCR,Put POP %,Put Volume,Put OI Change,Put Change %,Put OI,Put Bid Price,Put Offer Price,Put Intrinsic Value(Fut),Put Intrinsic Value(Spot),Put Time Value,Put LTP,Strike,IV,Instrument,Call LTP,Call Time Value,Call Intrinsic Value(Spot),Call Intrinsic Value(Fut),Call Bid Price,Call Offer Price,Call OI,Call Change %,Call OI Change,Call Volume,Call POP %,Call Delta,Call Theta,Call Vega,Call Gamma
0.00010,4.89,-1.76,-0.03,--,0,--,--,--,--,9.50,--,--,--,16.00,16.00,22400,18.00,NIFTY,2148.50,172.41,1934.30,1976.09,1750.90,2127.55,--,--,--,--,0,0.97,-1.76,4.89,0.00010
0.00010,5.61,-2.06,-0.04,--,0,--,--,--,325.00,11.50,23.00,--,--,19.80,19.80,22450,18.30,NIFTY,2101.00,174.91,1884.30,1926.09,1705.00,2070.25,--,--,--,--,0,0.96,-2.06,5.61,0.00010
0.00010,5.50,-1.95,-0.04,--,0,18655.00,5720.00,52.40,16640.00,16.30,18.80,--,--,18.55,18.55,22500,17.70,NIFTY,2053.75,177.66,1834.30,1876.09,1657.85,2100.25,--,--,--,--,0,0.96,-1.95,5.50,0.00010
0.00010,6.95,-2.61,-0.05,--,0,--,--,--,--,14.55,33.40,--,--,27.60,27.60,22550,18.80,NIFTY,2006.75,180.66,1784.30,1826.09,1613.30,1991.10,--,--,--,--,0,0.95,-2.61,6.95,0.00010
0.00010,5.78,-1.97,-0.04,--,0,65.00,-65.00,--,--,17.20,22.90,--,--,19.15,19.15,22600,17.00,NIFTY,1959.95,183.86,1734.30,1776.09,1567.20,1930.95,--,--,--,--,0,0.96,-1.97,5.78,0.00010
0.00010,7.66,-2.82,-0.06,--,0,--,--,--,65.00,15.00,36.55,--,--,31.25,31.25,22650,18.40,NIFTY,1913.40,187.31,1684.30,1726.09,1520.45,1910.30,--,--,--,--,0,0.94,-2.82,7.66,0.00010
0.00010,7.21,-2.51,-0.06,--,0,--,--,--,1755.00,18.15,31.45,--,--,27.00,27.00,22700,17.40,NIFTY,1867.15,191.06,1634.30,1676.09,1474.35,1816.80,--,--,--,--,0,0.94,-2.51,7.21,0.00010
0.00010,7.99,-2.81,-0.06,--,0,--,--,--,910.00,18.00,30.00,--,--,31.85,31.85,22750,17.60,NIFTY,1821.15,195.06,1584.30,1626.09,1428.45,1760.60,--,--,--,--,0,0.94,-2.81,7.99,0.00010
0.00010,7.12,-2.31,-0.06,--,0,54470.00,-13455.00,-49.40,13780.00,24.00,27.10,--,--,24.65,24.65,22800,16.20,NIFTY,1775.45,199.36,1534.30,1576.09,1382.25,1717.55,--,--,--,--,0,0.94,-2.31,7.12,0.00010
0.00010,8.51,-2.88,-0.07,--,0,--,--,--,1300.00,23.00,40.95,--,--,33.70,33.70,22850,16.90,NIFTY,1730.10,204.01,1484.30,1526.09,1337.50,1680.65,--,--,--,--,0,0.93,-2.88,8.51,0.00010
0.00010,7.81,-2.46,-0.06,--,0,1040.00,260.00,6.50,4290.00,26.05,40.00,--,--,27.45,27.45,22900,15.70,NIFTY,1685.10,209.01,1434.30,1476.09,1290.70,1620.55,--,--,--,--,0,0.94,-2.46,7.81,0.00010
0.00010,8.80,-2.82,-0.07,--,0,4680.00,1625.00,53.20,4680.00,31.00,41.25,--,--,33.60,33.60,22950,16.00,NIFTY,1640.40,214.31,1384.30,1426.09,1244.70,1568.70,--,--,--,--,0,0.93,-2.82,8.80,0.00010
0.00010,9.36,-2.98,-0.08,--,0,65520.00,25805.00,140.30,44200.00,35.00,36.60,--,--,36.75,36.75,23000,15.90,NIFTY,1596.15,220.06,1334.30,1376.09,1196.05,1517.20,--,--,--,--,0,0.92,-2.98,9.36,0.00010
0.00020,9.84,-3.10,-0.08,--,0,2990.00,1625.00,357.10,2080.00,38.35,40.65,--,--,39.20,39.20,23050,15.70,NIFTY,1552.25,226.16,1284.30,1326.09,1152.15,1480.65,--,--,--,--,0,0.92,-3.10,9.84,0.00020
0.00020,10.47,-3.28,-0.09,--,0,7280.00,2210.00,117.20,4095.00,41.95,43.10,--,--,43.10,43.10,23100,15.70,NIFTY,1508.75,232.66,1234.30,1276.09,1107.10,1487.70,--,--,--,--,0,0.91,-3.28,10.47,0.00020
0.00020,11.00,-3.40,-0.10,--,0,2080.00,1495.00,383.30,1885.00,36.95,50.80,--,--,46.10,46.10,23150,15.50,NIFTY,1465.70,239.61,1184.30,1226.09,1059.80,1374.10,--,--,--,--,0,0.90,-3.40,11.00,0.00020
0.00020,11.61,-3.56,-0.11,--,0,9750.00,650.00,9.40,7540.00,48.65,51.45,--,--,50.00,50.00,23200,15.30,NIFTY,1423.10,247.01,1134.30,1176.09,1003.75,1351.35,--,--,--,--,0,0.89,-3.56,11.61,0.00020
0.00020,12.43,-3.82,-0.12,--,0,2015.00,1820.00,933.30,2015.00,52.40,59.35,--,--,56.20,56.20,23250,15.40,NIFTY,1381.00,254.91,1084.30,1126.09,956.65,1337.25,--,--,--,--,0,0.88,-3.82,12.43,0.00020
0.00020,12.86,-3.86,-0.12,17,0,6760.00,2210.00,136.00,3835.00,57.80,61.30,--,--,58.35,58.35,23300,15.00,NIFTY,895.65,-180.44,1034.30,1076.09,1032.25,1245.05,195.00,--,--,--,1,0.88,-3.86,12.86,0.00020
0.00020,13.80,-4.18,-0.13,7,0,1885.00,130.00,15.40,975.00,62.15,66.40,--,--,66.55,66.55,23350,15.10,NIFTY,905.70,-120.39,984.30,1026.09,938.90,1185.35,130.00,--,--,--,1,0.87,-4.18,13.80,0.00020
0.00020,14.44,-4.31,-0.14,13,0,8450.00,4680.00,423.50,5785.00,69.25,72.45,--,--,71.30,71.30,23400,14.90,NIFTY,813.70,-162.39,934.30,976.09,805.95,1171.15,455.00,--,--,--,1,0.86,-4.31,14.44,0.00020
0.00030,15.45,-4.67,-0.16,2,0,910.00,195.00,33.30,780.00,35.80,98.05,--,--,81.90,81.90,23450,15.10,NIFTY,833.00,-93.09,884.30,926.09,815.35,1119.40,325.00,--,--,--,1,0.84,-4.67,15.45,0.00030
0.00030,15.93,-4.69,-0.17,32,0,46540.00,18655.00,173.90,29380.00,81.10,84.20,--,--,84.65,84.65,23500,14.70,NIFTY,936.90,60.81,834.30,876.09,934.65,1014.70,910.00,-12.50,-130.00,390.00,0,0.83,-4.69,15.93,0.00030
0.00030,16.77,-4.94,-0.18,2,0,780.00,65.00,4.30,1560.00,59.45,92.45,--,--,93.75,93.75,23550,14.70,NIFTY,755.35,-70.74,784.30,826.09,671.20,1085.10,715.00,--,--,--,1,0.82,-4.94,16.77,0.00030
0.00030,17.46,-5.09,-0.19,10,0,7670.00,650.00,10.30,6955.00,62.35,100.70,--,--,100.70,100.70,23600,14.60,NIFTY,818.65,42.56,734.30,776.09,853.90,965.45,780.00,71.40,325.00,455.00,0,0.81,-5.09,17.46,0.00030
0.00030,18.42,-5.42,-0.21,2,0,910.00,-455.00,-22.60,1560.00,98.50,133.60,--,--,114.20,114.20,23650,14.70,NIFTY,776.95,50.86,684.30,726.09,645.75,942.10,845.00,18.20,130.00,130.00,0,0.79,-5.42,18.42,0.00030
0.00030,18.84,-5.35,-0.22,4,0,5720.00,-390.00,-6.70,5395.00,112.80,117.60,--,--,115.65,115.65,23700,14.20,NIFTY,744.50,68.41,634.30,676.09,654.45,824.55,1235.00,58.30,455.00,1365.00,0,0.78,-5.35,18.84,0.00030
0.00030,19.83,-5.74,-0.24,3,0,1950.00,-455.00,-15.20,2535.00,123.10,133.30,--,--,132.95,132.95,23750,14.50,NIFTY,698.40,72.31,584.30,626.09,743.40,821.65,1105.00,21.40,195.00,260.00,0,0.76,-5.74,19.83,0.00030
0.00040,20.27,-5.65,-0.25,9,0,42055.00,4420.00,29.10,19630.00,133.00,137.70,--,--,135.00,135.00,23800,13.90,NIFTY,698.90,122.81,534.30,576.09,700.80,716.35,1950.00,-21.10,-520.00,975.00,0,0.75,-5.65,20.27,0.00040
0.00040,21.38,-6.24,-0.28,3,0,5655.00,1495.00,57.50,4095.00,144.20,149.65,--,--,162.50,162.50,23850,14.60,NIFTY,622.05,95.96,484.30,526.09,665.35,710.55,1495.00,15.00,195.00,325.00,0,0.72,-6.24,21.38,0.00040
0.00040,21.73,-6.03,-0.29,4,0,29900.00,11180.00,132.30,19630.00,145.35,162.50,--,--,161.65,161.65,23900,13.90,NIFTY,610.90,134.81,434.30,476.09,626.05,637.30,4615.00,-10.10,-520.00,1495.00,0,0.71,-6.03,21.73,0.00040
0.00040,22.43,-6.23,-0.31,2,0,4875.00,715.00,18.00,4680.00,169.00,173.65,--,--,178.00,178.00,23950,13.90,NIFTY,585.00,158.91,384.30,426.09,587.90,626.20,2470.00,-7.30,-195.00,195.00,0,0.69,-6.23,22.43,0.00040
0.00040,22.94,-6.23,-0.32,3,0,69875.00,11245.00,35.50,42965.00,184.00,187.00,--,--,186.95,186.95,24000,13.60,NIFTY,554.00,177.91,334.30,376.09,554.30,561.85,16510.00,-33.30,-8255.00,30745.00,0,0.68,-6.23,22.94,0.00040
0.00040,23.50,-6.33,-0.34,2,0,9880.00,--,--,6045.00,196.95,202.65,--,--,202.00,202.00,24050,13.50,NIFTY,484.10,158.01,284.30,326.09,518.30,542.50,2925.00,-35.70,-1625.00,4030.00,0,0.66,-6.33,23.50,0.00040
0.00040,24.00,-6.41,-0.37,1,0,23660.00,3315.00,15.80,24245.00,215.00,217.00,--,--,217.95,217.95,24100,13.40,NIFTY,483.00,206.91,234.30,276.09,484.00,491.10,22750.00,-19.50,-5525.00,31395.00,0,0.63,-6.41,24.00,0.00040
0.00040,24.44,-6.52,-0.39,2,0,9620.00,2925.00,33.80,11570.00,228.90,234.70,--,--,237.00,237.00,24150,13.30,NIFTY,460.30,234.21,184.30,226.09,447.20,465.20,6110.00,-39.00,-3900.00,13260.00,0,0.61,-6.52,24.44,0.00040
0.00050,24.78,-6.43,-0.41,2,0,90805.00,31265.00,95.80,63895.00,247.95,254.50,--,--,248.45,248.45,24200,13.00,NIFTY,425.60,249.51,134.30,176.09,420.05,426.50,40820.00,-21.90,-11440.00,65065.00,0,0.59,-6.43,24.78,0.00050
0.00050,25.09,-6.50,-0.43,2,0,15275.00,6305.00,124.40,11375.00,265.30,271.45,--,--,269.85,269.85,24250,13.00,NIFTY,386.40,260.31,84.30,126.09,389.25,408.15,4355.00,-19.30,-1040.00,21320.00,0,0.57,-6.50,25.09,0.00050
0.00050,25.30,-6.52,-0.46,3,0,51610.00,25805.00,212.30,37960.00,288.80,292.40,--,--,290.90,290.90,24300,12.90,NIFTY,362.00,285.91,34.30,76.09,361.85,367.55,12350.00,--,--,58435.00,0,0.54,-6.52,25.30,0.00050
0.00050,25.42,-6.51,-0.48,2,0,11700.00,5980.00,255.60,8320.00,306.70,312.90,--,15.70,312.85,312.85,24350,12.80,NIFTY,333.20,307.11,--,26.09,331.90,339.80,3900.00,1.70,65.00,7735.00,0,0.52,-6.51,25.42,0.00050
0.00050,25.45,-6.47,-0.51,1,0,15340.00,8775.00,158.80,14300.00,301.75,336.80,23.91,65.70,310.09,334.00,24400,12.70,NIFTY,311.85,311.85,--,--,305.15,311.85,14300.00,27.90,3120.00,23985.00,0,0.49,-6.47,25.45,0.00050
0.00050,25.37,-6.21,-0.53,1,0,1885.00,1820.00,--,1820.00,320.75,359.80,73.91,115.70,283.54,357.45,24450,12.20,NIFTY,276.35,276.35,--,--,278.45,285.95,3640.00,14.30,455.00,2210.00,0,0.47,-6.21,25.37,0.00050
0.00050,25.20,-6.27,-0.56,0,0,29510.00,15275.00,398.30,19110.00,375.90,388.90,123.91,165.70,256.09,380.00,24500,12.40,NIFTY,259.25,259.25,--,--,254.00,260.00,52325.00,-7.50,-4225.00,105170.00,0,0.44,-6.27,25.20,0.00050
0.00050,24.89,-5.98,-0.58,0,0,325.00,65.00,10.00,715.00,364.95,449.90,173.91,215.70,246.09,420.00,24550,12.00,NIFTY,227.40,227.40,--,--,200.15,252.90,2990.00,91.70,1430.00,2145.00,0,0.42,-5.98,24.89,0.00050
0.00050,24.51,-5.91,-0.61,0,0,390.00,260.00,30.80,1105.00,384.50,456.35,223.91,265.70,219.84,443.75,24600,12.10,NIFTY,209.30,209.30,--,--,209.25,217.05,22230.00,109.80,11635.00,34385.00,0,0.39,-5.91,24.51,0.00050
0.00030,25.14,-11.49,-0.56,--,0,--,--,--,195.00,458.25,534.45,273.91,315.70,304.34,578.25,24650,22.90,NIFTY,458.25,458.25,--,--,146.40,277.40,--,--,--,--,0,0.44,-11.49,25.14,0.00030
0.00050,23.46,-5.65,-0.66,0,0,4875.00,585.00,112.50,1105.00,487.30,500.80,323.91,365.70,201.09,525.00,24700,12.00,NIFTY,173.00,173.00,--,--,170.35,175.85,8320.00,--,8320.00,36010.00,0,0.34,-5.65,23.46,0.00050
0.00030,24.81,-11.27,-0.59,--,0,--,--,--,--,360.00,690.75,373.91,415.70,248.64,622.55,24750,22.70,NIFTY,414.45,414.45,--,--,70.20,257.85,--,--,--,--,0,0.41,-11.27,24.81,0.00030
0.00030,24.60,-11.14,-0.60,--,0,--,--,--,--,481.60,693.95,423.91,465.70,227.59,651.50,24800,22.60,NIFTY,393.70,393.70,--,--,56.35,145.95,--,--,--,--,0,0.40,-11.14,24.60,0.00030
0.00030,24.36,-11.00,-0.62,--,0,--,--,--,--,584.10,808.05,473.91,515.70,207.29,681.20,24850,22.60,NIFTY,373.65,373.65,--,--,44.00,321.65,--,--,--,--,0,0.38,-11.00,24.36,0.00030
0.00030,24.09,-10.85,-0.63,--,0,--,--,--,--,621.25,806.60,523.91,565.70,187.74,711.65,24900,22.50,NIFTY,354.35,354.35,--,--,32.85,169.00,--,--,--,--,0,0.37,-10.85,24.09,0.00030
0.00030,23.80,-10.68,-0.64,--,0,--,--,--,--,--,876.50,573.91,615.70,168.89,742.80,24950,22.50,NIFTY,335.80,335.80,--,--,23.15,180.00,--,--,--,--,0,0.36,-10.68,23.80,0.00030
0.00030,23.48,-10.51,-0.66,--,0,--,--,--,--,--,999.00,623.91,665.70,150.74,774.65,25000,22.40,NIFTY,317.95,317.95,--,--,40.25,223.00,--,--,--,--,0,0.34,-10.51,23.48,0.00030
0.00030,23.13,-10.33,-0.67,--,0,--,--,--,--,--,1042.35,673.91,715.70,133.29,807.20,25050,22.30,NIFTY,300.80,300.80,--,--,6.15,139.95,--,--,--,--,0,0.33,-10.33,23.13,0.00030
0.00030,22.76,-10.14,-0.68,--,0,--,--,--,--,--,1002.45,723.91,765.70,116.59,840.50,25100,22.30,NIFTY,284.40,284.40,--,--,44.05,149.95,--,--,--,--,0,0.32,-10.14,22.76,0.00030
0.00020,22.37,-9.94,-0.69,--,0,--,--,--,--,--,--,773.91,815.70,100.54,874.45,25150,22.20,NIFTY,268.60,268.60,--,--,37.00,77.80,--,--,--,--,0,0.31,-9.94,22.37,0.00020
0.00020,21.95,-9.74,-0.71,--,0,--,--,--,--,732.85,--,823.91,865.70,85.14,909.05,25200,22.20,NIFTY,253.50,253.50,--,--,32.00,90.00,--,--,--,--,0,0.29,-9.74,21.95,0.00020
0.00020,21.52,-9.52,-0.72,--,0,--,--,--,--,774.30,1119.15,873.91,915.70,70.39,944.30,25250,22.10,NIFTY,239.05,239.05,--,--,27.00,111.10,--,--,--,--,0,0.28,-9.52,21.52,0.00020
0.00020,21.07,-9.30,-0.73,--,0,--,--,--,--,787.00,1247.55,923.91,965.70,56.29,980.20,25300,22.10,NIFTY,225.25,225.25,--,--,21.00,148.40,--,--,--,--,0,0.27,-9.30,21.07,0.00020
0.00020,20.60,-9.08,-0.74,--,0,--,--,--,--,816.15,1240.60,973.91,1015.70,42.79,1016.70,25350,22.00,NIFTY,212.05,212.05,--,--,16.00,169.90,--,--,--,--,0,0.26,-9.08,20.60,0.00020
0.00020,20.14,-8.88,-0.75,--,0,--,--,--,--,844.00,1317.40,1023.91,1065.70,31.04,1054.95,25400,22.00,NIFTY,200.60,200.60,--,--,13.00,149.70,--,--,--,--,0,0.25,-8.88,20.14,0.00020
0.00020,19.62,-8.62,-0.76,--,0,--,--,--,--,949.00,1313.85,1073.91,1115.70,17.89,1091.80,25450,22.00,NIFTY,187.70,187.70,--,--,11.00,64.00,--,--,--,--,0,0.24,-8.62,19.62,0.00020
0.00020,19.11,-8.38,-0.78,--,0,--,--,--,--,1005.20,1369.05,1123.91,1165.70,6.19,1130.10,25500,21.90,NIFTY,176.30,176.30,--,--,15.50,43.70,--,--,--,--,0,0.22,-8.38,19.11,0.00020
0.00020,18.59,-8.14,-0.79,--,1,--,--,--,--,1037.15,1440.25,1173.91,1215.70,-4.96,1168.95,25550,21.90,NIFTY,165.45,165.45,--,--,5.20,50.55,--,--,--,--,0,0.21,-8.14,18.59,0.00020
0.00020,18.06,-7.89,-0.80,--,1,--,--,--,--,1093.15,1559.60,1223.91,1265.70,-15.56,1208.35,25600,21.80,NIFTY,155.15,155.15,--,--,6.00,46.45,--,--,--,--,0,0.20,-7.89,18.06,0.00020
0.00020,17.53,-7.65,-0.81,--,1,--,--,--,--,1122.90,1553.15,1273.91,1315.70,-25.66,1248.25,25650,21.80,NIFTY,145.35,145.35,--,--,5.00,42.70,--,--,--,--,0,0.19,-7.65,17.53,0.00020
0.00020,16.98,-7.40,-0.82,--,1,--,--,--,--,1166.60,1634.75,1323.91,1365.70,-35.21,1288.70,25700,21.80,NIFTY,136.05,136.05,--,--,5.00,38.00,--,--,--,--,0,0.18,-7.40,16.98,0.00020
0.00020,16.44,-7.15,-0.83,--,1,--,--,--,--,1220.15,1609.65,1373.91,1415.70,-44.31,1329.60,25750,21.70,NIFTY,127.25,127.25,--,--,5.00,35.00,--,--,--,--,0,0.17,-7.15,16.44,0.00020
0.00020,15.89,-6.90,-0.83,--,1,--,--,--,--,1260.50,1722.65,1423.91,1465.70,-52.91,1371.00,25800,21.70,NIFTY,118.90,118.90,--,--,4.30,31.50,--,--,--,--,0,0.17,-6.90,15.89,0.00020
0.00020,15.34,-6.65,-0.84,--,1,--,--,--,--,1306.90,1792.85,1473.91,1515.70,-61.11,1412.80,25850,21.70,NIFTY,111.05,111.05,--,--,4.30,27.25,--,--,--,--,0,0.16,-6.65,15.34,0.00020
0.00020,14.79,-6.41,-0.85,--,1,--,--,--,--,1353.00,1763.90,1523.91,1565.70,-68.86,1455.05,25900,21.70,NIFTY,103.60,103.60,--,--,5.05,23.70,--,--,--,--,0,0.15,-6.41,14.79,0.00020
0.00020,14.24,-6.16,-0.86,--,1,--,--,--,--,1398.35,1908.80,1573.91,1615.70,-76.16,1497.75,25950,21.60,NIFTY,96.55,96.55,--,--,4.50,20.00,--,--,--,--,0,0.14,-6.16,14.24,0.00020
0.00010,3.51,-0.86,-0.98,--,1,--,--,--,--,1445.85,1791.70,1623.91,1665.70,-83.11,1540.80,26000,12.30,NIFTY,6.75,6.75,--,--,6.45,6.75,41665.00,15.30,5525.00,46800.00,0,0.02,-0.86,3.51,0.00010
0.00010,13.16,-5.68,-0.87,--,1,--,--,--,--,1497.95,1852.75,1673.91,1715.70,-89.61,1584.30,26050,21.60,NIFTY,83.70,83.70,--,--,3.50,14.45,--,--,--,--,0,0.13,-5.68,13.16,0.00010
0.00010,12.63,-5.44,-0.88,--,1,--,--,--,--,1543.75,1906.65,1723.91,1765.70,-95.81,1628.10,26100,21.50,NIFTY,77.80,77.80,--,--,2.70,11.90,--,--,--,--,0,0.12,-5.44,12.63,0.00010
0.00010,2.95,-0.76,-0.98,--,1,--,--,--,--,1646.25,2070.80,1773.91,1815.70,-101.61,1672.30,26150,12.80,NIFTY,5.60,5.60,--,--,5.75,6.80,5070.00,875.00,4550.00,11310.00,0,0.02,-0.76,2.95,0.00010
